AIRPORT_CODE,AIRPORT_NAME,ORIGIN_STATE,LATITUDE,LONGITUDE,FLIGHT_YEAR,TOTAL_DEPARTURES,ON_TIME_RATE_PCT,CANCELLATION_RATE_PCT,AVG_DEP_DELAY_MINS,AVG_DISTANCE
LAX,Los Angeles International Airport,California,33.942501070000006,-118.4079971,2016,212492,77.71,0.89,12.07,1292.81
BTM,Bert Mooney Airport,Montana,45.95479965209961,-112.49700164794922,2016,675,92.15,0.89,3.2,358.0
GNV,Gainesville Regional Airport,Florida,29.6900997162,-82.2717971802,2016,2282,84.27,0.88,9.69,300.0
CIU,Chippewa County International Airport,Michigan,46.25080108642578,-84.47239685058594,2016,684,85.53,0.88,15.41,277.82
LAS,McCarran International Airport,Nevada,36.08010101,-115.15200040000002,2016,150382,80.4,0.86,10.09,1000.94
DAB,Daytona Beach International Airport,Florida,29.179898999999995,-81.058098,2016,1976,87.55,0.86,9.11,461.48
MSO,Missoula International Airport,Montana,46.91630173,-114.09100340000003,2016,2669,88.91,0.86,3.59,634.5
HYA,Barnstable Municipal Boardman Polando Field,Massachusetts,41.66930008,-70.28040314,2016,121,82.64,0.83,10.81,196.0
FAT,Fresno Yosemite International Airport,California,36.77619934082031,-119.71800231933594,2016,8293,83.37,0.82,8.74,537.39
ELM,Elmira Corning Regional Airport,New York,42.1599006652832,-76.8916015625,2016,1839,87.93,0.82,4.44,353.3
TLH,Tallahassee Regional Airport,Florida,30.396499633789062,-84.35030364990234,2016,2561,87.86,0.82,7.3,288.21
SAT,San Antonio International Airport,Texas,29.533700942993164,-98.46980285644533,2016,30792,85.23,0.81,6.78,718.42
MSY,Louis Armstrong New Orleans International Airport,Louisiana,29.99340057373047,-90.25800323486328,2016,43405,84.29,0.81,7.67,755.52
PIB,Hattiesburg Laurel Regional Airport,Mississippi,31.467100143432617,-89.33709716796875,2016,624,83.49,0.8,10.96,231.49
LGB,Long Beach /Daugherty Field/ Airport,California,33.81769943,-118.15200040000002,2016,11152,81.68,0.8,8.52,708.3
SJU,SJU,Puerto Rico,,,2016,26783,82.83,0.8,8.33,1390.89
SMF,Sacramento International Airport,California,38.69540023803711,-121.59100341796878,2016,41174,82.36,0.8,8.27,712.49
MLB,Melbourne International Airport,Florida,28.10280036926269,-80.64530181884766,2016,1516,88.79,0.79,6.67,442.0
CHA,Lovell Field,Tennessee,35.035301208496094,-85.20379638671875,2016,4580,83.8,0.79,12.12,249.15
STT,STT,U.S. Virgin Islands,,,2016,4954,83.75,0.79,6.33,1190.49
ABQ,Albuquerque International Sunport,New Mexico,35.040199,-106.60900099999999,2016,18916,83.49,0.79,7.98,703.59
ECP,Northwest Florida Beaches International Airport,Florida,30.357105999999998,-85.79541399999998,2016,4498,88.46,0.78,4.86,405.6
SRQ,Sarasota Bradenton International Airport,Florida,27.39539909362793,-82.55439758300781,2016,3271,83.64,0.76,11.8,664.88
AUS,Austin Bergstrom International Airport,Texas,30.194499969482425,-97.6698989868164,2016,46176,84.33,0.76,8.3,878.06
DTW,Detroit Metropolitan Wayne County Airport,Michigan,42.212398529052734,-83.35340118408203,2016,123696,84.06,0.76,8.72,690.69
BZN,Gallatin Field,Montana,45.777500149999995,-111.1529999,2016,4239,87.12,0.73,4.94,668.55
CSG,Columbus Metropolitan Airport,Georgia,32.516300201416016,-84.93890380859375,2016,1235,84.29,0.73,6.87,83.0
ELP,El Paso International Airport,Texas,31.80719948,-106.37799839999998,2016,11316,84.54,0.72,7.35,617.28
HLN,Helena Regional Airport,Montana,46.6068000793457,-111.98300170898438,2016,1674,93.61,0.72,-0.51,544.71
MEI,Key Field,Mississippi,32.33259963989258,-88.75189971923828,2016,989,79.88,0.71,14.04,238.93
CDV,Merle K (Mudhole) Smith Airport,Alaska,60.49179839999999,-145.4779968,2016,715,89.65,0.7,-9.22,186.17
BOI,Boise Air Terminal/Gowen Field,Idaho,43.5644,-116.22299999999998,2016,14673,85.49,0.7,6.61,609.61
FAI,Fairbanks International Airport,Alaska,64.81510162,-147.8560028,2016,2479,89.55,0.69,0.09,1228.49
GTR,Golden Triangle Regional Airport,Mississippi,33.450298309299995,-88.59140014650002,2016,1012,84.88,0.69,9.32,241.0
MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minnesota,44.882000000000005,-93.22180199999997,2016,128908,83.72,0.68,7.65,799.06
ROW,Roswell International Air Center Airport,New Mexico,33.30160140991211,-104.53099822998048,2016,440,84.32,0.68,3.43,433.62
FCA,Glacier Park International Airport,Montana,48.31050109863281,-114.25599670410156,2016,2359,89.57,0.68,2.13,728.75
BMI,Central Illinois Regional Airport at Bloomington-Normal,Illinois,40.47710037,-88.91590118000002,2016,1510,84.11,0.66,5.93,474.72
SIT,Sitka Rocky Gutierrez Airport,Alaska,57.04710006713867,-135.36199951171875,2016,1364,90.62,0.66,-1.42,290.3
PIH,Pocatello Regional Airport,Idaho,42.9098014831543,-112.59600067138672,2016,925,88.86,0.65,-1.01,150.0
ACK,Nantucket Memorial Airport,Massachusetts,41.25310135,-70.06020355,2016,612,78.59,0.65,14.9,184.8
TRI,Tri-Cities Regional TN/VA Airport,Tennessee,36.47520099999999,-82.40740099999998,2016,2156,85.53,0.65,8.84,227.0
MGM,Montgomery Regional (Dannelly Field) Airport,Alabama,32.30059814,-86.39399718999998,2016,2448,84.11,0.65,10.37,153.02
AGS,Augusta Regional At Bush Field,Georgia,33.36989974975586,-81.9645004272461,2016,2641,85.91,0.64,10.18,143.2
PHX,Phoenix Sky Harbor International Airport,Arizona,33.43429946899414,-112.01200103759766,2016,158797,82.85,0.62,7.18,966.56
GJT,Grand Junction Regional Airport,Colorado,39.1223983765,-108.527000427,2016,2914,91.73,0.62,-0.45,299.9
PDX,Portland International Airport,Oregon,45.58869934,-122.5979996,2016,58512,86.4,0.59,5.44,1083.38
JNU,Juneau International Airport,Alaska,58.35499954223633,-134.5760040283203,2016,4561,89.74,0.59,-2.05,502.31
ATL,Hartsfield Jackson Atlanta International Airport,Georgia,33.6367,-84.42810100000001,2016,383549,85.38,0.59,8.64,641.14
ANC,Ted Stevens Anchorage International Airport,Alaska,61.17440032958983,-149.99600219726562,2016,17214,90.83,0.58,0.13,1370.66
VLD,Valdosta Regional Airport,Georgia,30.78249931335449,-83.27670288085938,2016,1028,85.89,0.58,8.6,208.0
GEG,Spokane International Airport,Washington,47.61989974975586,-117.53399658203122,2016,10025,88.38,0.57,3.63,604.96
BGM,Greater Binghamton/Edwin A Link field,New York,42.20869827,-75.97979736000002,2016,877,85.18,0.57,8.71,378.0
BJI,Bemidji Regional Airport,Minnesota,47.50939941000001,-94.93370055999999,2016,730,88.77,0.55,7.19,199.0
TWF,Joslin Field Magic Valley Regional Airport,Idaho,42.48180000000001,-114.48799900000002,2016,1091,87.9,0.55,2.39,190.25
STX,STX,U.S. Virgin Islands,,,2016,1108,84.66,0.54,4.13,836.96
LSE,La Crosse Municipal Airport,Wisconsin,43.879002,-91.256699,2016,755,89.14,0.53,1.5,119.0
FSM,Fort Smith Regional Airport,Arkansas,35.33660125732422,-94.36740112304688,2016,1153,87.6,0.52,6.09,443.45
DHN,Dothan Regional Airport,Alabama,31.3213005065918,-85.44960021972656,2016,1375,84.22,0.51,11.62,170.0
TYR,Tyler Pounds Regional Airport,Texas,32.35409927368164,-95.40239715576172,2016,414,92.03,0.48,-3.46,124.69
SGU,St George Municipal Airport,Utah,37.036389,-113.51030599999999,2016,2078,90.9,0.48,1.54,350.95
LIH,Lihue Airport,Hawaii,21.97599983215332,-159.33900451660156,2016,11815,91.74,0.47,-0.28,925.87
EWN,Coastal Carolina Regional Airport,North Carolina,35.0730018616,-77.04290008539999,2016,702,85.76,0.43,8.72,433.0
OGG,Kahului Airport,Hawaii,20.898599999999995,-156.429993,2016,23287,89.69,0.4,2.79,1270.9
SEA,Seattle Tacoma International Airport,Washington,47.449000999999996,-122.30899800000002,2016,132285,85.09,0.38,5.68,1262.95
GTF,Great Falls International Airport,Montana,47.481998440000005,-111.3710022,2016,1824,91.28,0.38,3.23,607.98
SLC,Salt Lake City International Airport,Utah,40.78839874267578,-111.97799682617188,2016,108457,86.92,0.37,4.81,741.59
ABY,Southwest Georgia Regional Airport,Georgia,31.535499572753903,-84.19450378417969,2016,1002,87.23,0.3,7.71,145.0
EYW,Key West International Airport,Florida,24.556100845336918,-81.75959777832031,2016,1744,90.2,0.29,8.37,646.0
LWS,Lewiston Nez Perce County Airport,Idaho,46.3745002746582,-117.01499938964844,2016,715,95.24,0.28,-1.2,462.4
GUM,GUM,U.S. Pacific Trust Territories and Possessions,,,2016,367,86.92,0.27,7.96,3790.99
HNL,Daniel K Inouye International Airport,Hawaii,21.32062,-157.92422800000003,2016,47239,91.81,0.24,1.7,1281.2
KOA,Ellison Onizuka Kona International At Keahole Airport,Hawaii,19.738783,-156.045603,2016,12372,90.32,0.23,1.72,1023.45
ITO,Hilo International Airport,Hawaii,19.721399307250977,-155.04800415039062,2016,5969,91.98,0.17,-0.99,307.63
BLI,Bellingham International Airport,Washington,48.79280090332031,-122.53800201416016,2016,597,89.95,0.17,0.95,1240.54
CDC,Cedar City Regional Airport,Utah,37.70100021362305,-113.0989990234375,2016,626,90.73,0.16,0.19,221.0
YUM,Yuma MCAS/Yuma International Airport,Arizona,32.65660095,-114.60600280000001,2016,1959,91.07,0.0,0.56,160.0
PPG,PPG,U.S. Pacific Trust Territories and Possessions,,,2016,121,83.47,0.0,52.55,2599.0
SPN,SPN,U.S. Pacific Trust Territories and Possessions,,,2016,1,100.0,0.0,24.0,129.0
AKN,King Salmon Airport,Alaska,58.67679977,-156.6490021,2016,63,77.78,0.0,-3.02,288.0
EFD,Ellington Airport,Texas,29.6072998047,-95.1587982178,2016,1,0.0,0.0,7.0,28.0
WYS,Yellowstone Airport,Montana,44.68840027,-111.11799620000001,2016,224,88.39,0.0,5.35,273.0
MHK,Manhattan Regional Airport,Kansas,39.14099884033203,-96.6707992553711,2016,1,100.0,0.0,-7.0,431.0
MVY,Martha's Vineyard Airport,Massachusetts,41.3931007385,-70.61430358889999,2016,247,70.04,0.0,20.96,127.55
BPT,Southeast Texas Regional Airport,Texas,29.9507999420166,-94.02069854736328,2017,7,28.57,42.86,40.0,270.0
MMH,Mammoth Yosemite Airport,California,37.62409973,-118.8379974,2017,105,47.62,28.57,15.23,193.0
GGG,East Texas Regional Airport,Texas,32.38399887084961,-94.71150207519533,2017,8,25.0,25.0,58.83,140.0
SUN,Friedman Memorial Airport,Idaho,43.50439835,-114.29599759999999,2017,1337,74.2,11.74,8.37,347.56
PSE,PSE,Puerto Rico,,,2017,739,70.37,8.53,11.41,1362.73
BQN,BQN,Puerto Rico,,,2017,1701,63.79,7.47,21.11,1283.4
PLN,Pellston Regional Airport of Emmet County Airport,Michigan,45.570899960000006,-84.79669952,2017,1023,81.23,7.33,10.06,199.46
CMX,Houghton County Memorial Airport,Michigan,47.168399810791016,-88.48909759521484,2017,727,81.02,6.74,8.02,359.92
IAG,Niagara Falls International Airport,New York,43.1072998046875,-78.94619750976562,2017,538,76.95,6.69,15.32,987.72
PGD,Charlotte County Airport,Florida,26.92020035,-81.9905014,2017,204,72.06,6.37,15.27,1019.29
STT,STT,U.S. Virgin Islands,,,2017,4135,77.97,6.24,8.04,1176.65
OTH,Southwest Oregon Regional Airport,Oregon,43.41709899902344,-124.24600219726562,2017,303,58.09,5.94,35.88,482.47
ASE,Aspen-Pitkin Co/Sardy Field,Colorado,39.22320175,-106.8690033,2017,5232,69.44,5.89,19.87,523.79
ADK,Adak Airport,Alaska,51.87799835205078,-176.64599609375,2017,104,69.23,5.77,-2.4,1192.0
STS,Charles M. Schulz Sonoma County Airport,California,38.50899887,-122.81300350000001,2017,1110,69.64,5.68,16.94,348.8
JMS,Jamestown Regional Airport,North Dakota,46.929698939999994,-98.67819977,2017,986,81.24,5.17,4.25,263.4
RDD,Redding Municipal Airport,California,40.50899886999999,-122.2929993,2017,1067,73.95,5.15,13.64,199.0
MKG,Muskegon County Airport,Michigan,43.16949844,-86.23819733,2017,675,79.85,5.04,5.18,118.0
EYW,Key West International Airport,Florida,24.556100845336918,-81.75959777832031,2017,1574,84.94,4.89,10.37,646.0
GST,Gustavus Airport,Alaska,58.42530060000001,-135.70700069999998,2017,84,79.76,4.76,-2.24,41.0
BGR,Bangor International Airport,Maine,44.80739974975586,-68.8281021118164,2017,781,60.56,4.74,27.88,601.84
OTZ,Ralph Wien Memorial Airport,Alaska,66.88469696000001,-162.598999,2017,716,82.12,4.61,-1.28,393.54
STX,STX,U.S. Virgin Islands,,,2017,1086,80.94,4.42,4.68,846.17
ACV,California Redwood Coast-Humboldt County Airport,California,40.978101,-124.10900000000001,2017,1202,73.38,4.41,15.26,250.0
TYR,Tyler Pounds Regional Airport,Texas,32.35409927368164,-95.40239715576172,2017,114,70.18,4.39,16.78,102.0
ORH,Worcester Regional Airport,Massachusetts,42.26729965209961,-71.87570190429688,2017,712,73.6,4.35,10.76,1151.17
SJU,SJU,Puerto Rico,,,2017,24378,77.24,4.35,11.43,1376.61
ADQ,Kodiak Airport,Alaska,57.75,-152.4940033,2017,621,85.19,4.19,-1.94,253.0
OME,Nome Airport,Alaska,64.51219940185547,-165.44500732421875,2017,718,84.12,4.04,-3.38,513.71
TXK,Texarkana Regional Webb Field,Arkansas,33.45370101928711,-93.99099731445312,2017,75,84.0,4.0,4.81,181.0
RHI,Rhinelander Oneida County Airport,Wisconsin,45.63119888305664,-89.46749877929688,2017,764,84.82,3.93,8.84,183.72
DVL,Devils Lake Regional Airport,North Dakota,48.114200589999996,-98.90879822000001,2017,613,84.67,3.92,7.53,318.4
LBE,Arnold Palmer Regional Airport,Pennsylvania,40.27590179,-79.40480042000002,2017,1078,83.77,3.8,4.09,799.79
BTV,Burlington International Airport,Vermont,44.4719009399,-73.15329742429999,2017,3265,73.2,3.64,16.47,467.18
CWA,Central Wisconsin Airport,Wisconsin,44.7775993347,-89.6668014526,2017,1166,76.93,3.52,10.05,216.74
PWM,Portland International Jetport Airport,Maine,43.64619827,-70.30930328,2017,5989,76.57,3.51,15.4,549.06
TOL,Toledo Express Airport,Ohio,41.586799619999994,-83.80780029000002,2017,228,70.18,3.51,17.33,213.0
EGE,Eagle County Regional Airport,Colorado,39.64260101,-106.9179993,2017,1408,78.13,3.48,19.41,1035.34
HOB,Lea County Regional Airport,New Mexico,32.6875,-103.21700290000001,2017,633,88.78,3.48,-0.91,501.0
ACK,Nantucket Memorial Airport,Massachusetts,41.25310135,-70.06020355,2017,664,63.1,3.31,30.2,189.0
HOU,William P Hobby Airport,Texas,29.645399089999998,-95.27890015,2017,54324,76.33,3.28,11.07,705.03
PBG,Plattsburgh International Airport,New York,44.6509017944336,-73.46810150146484,2017,458,75.98,3.28,13.5,1217.92
DLH,Duluth International Airport,Minnesota,46.84209823610001,-92.1936035156,2017,2576,83.5,3.26,11.14,259.6
LGA,La Guardia Airport,New York,40.77719878999999,-73.87259673999999,2017,93157,76.1,3.24,14.66,826.79
CRP,Corpus Christi International Airport,Texas,27.77039909362793,-97.5011978149414,2017,2699,81.14,3.22,5.12,197.87
GCK,Garden City Regional Airport,Kansas,37.92750167850001,-100.723999023,2017,187,85.56,3.21,7.44,404.0
ACY,Atlantic City International Airport,New Jersey,39.45759963989258,-74.57720184326172,2017,3500,82.23,3.11,6.05,842.49
LCH,Lake Charles Regional Airport,Louisiana,30.126100540161133,-93.22329711914062,2017,1226,87.44,3.1,4.72,169.21
ESC,Delta County Airport,Michigan,45.7226982117,-87.0936965942,2017,623,79.94,3.05,15.46,306.0
BGM,Greater Binghamton/Edwin A Link field,New York,42.20869827,-75.97979736000002,2017,869,82.39,2.99,11.56,378.0
PAH,Barkley Regional Airport,Kentucky,37.06079864501953,-88.7738037109375,2017,678,82.15,2.95,10.06,342.08
HRL,Valley International Airport,Texas,26.228500366210938,-97.65440368652344,2017,2515,80.28,2.94,9.07,280.77
GUC,Gunnison Crested Butte Regional Airport,Colorado,38.53390121,-106.93299869999998,2017,170,82.94,2.94,9.98,706.14
GSO,Piedmont Triad International Airport,North Carolina,36.097801208496094,-79.93730163574219,2017,5596,79.91,2.91,10.93,399.25
SBA,Santa Barbara Municipal Airport,California,34.42620087,-119.83999630000001,2017,5250,77.37,2.9,11.14,434.52
HYS,Hays Regional Airport,Kansas,38.84220122999999,-99.27320099,2017,625,87.68,2.88,4.96,298.0
SAV,Savannah Hilton Head International Airport,Georgia,32.12760162,-81.20210266,2017,7674,82.23,2.84,10.33,501.74
CIU,Chippewa County International Airport,Michigan,46.25080108642578,-84.47239685058594,2017,676,80.62,2.81,17.51,296.73
APN,Alpena County Regional Airport,Michigan,45.0780983,-83.56030273,2017,606,80.86,2.81,14.85,147.55
SCC,Deadhorse Airport,Alaska,70.19470215,-148.4649963,2017,715,88.25,2.8,-4.83,204.0
HPN,Westchester County Airport,New York,41.06700134277344,-73.70760345458984,2017,6763,76.92,2.78,13.96,921.59
PIB,Hattiesburg Laurel Regional Airport,Mississippi,31.467100143432617,-89.33709716796875,2017,685,75.47,2.77,17.15,130.96
IAH,George Bush Intercontinental Houston Airport,Texas,29.984399795532227,-95.34140014648438,2017,128945,82.94,2.74,7.55,846.36
MOB,Mobile Regional Airport,Alabama,30.691200256348008,-88.242797851562,2017,3867,83.99,2.72,6.85,402.17
AEX,Alexandria International Airport,Louisiana,31.32740020751953,-92.54979705810548,2017,1843,82.09,2.71,7.6,295.45
BET,Bethel Airport,Alaska,60.77980042,-161.8379974,2017,959,87.38,2.71,-5.37,399.0
FLL,Fort Lauderdale Hollywood International Airport,Florida,26.072599,-80.152702,2017,89818,75.31,2.7,13.92,1041.72
MYR,Myrtle Beach International Airport,South Carolina,33.679698944100004,-78.92829895020002,2017,6453,81.05,2.7,9.26,504.97
ROC,Greater Rochester International Airport,New York,43.118900299072266,-77.67240142822266,2017,7595,81.74,2.69,9.36,488.08
CHO,Charlottesville Albemarle Airport,Virginia,38.13859939575195,-78.4529037475586,2017,2201,77.56,2.68,17.87,499.59
CKB,North Central West Virginia Airport,West Virginia,39.2966003418,-80.22810363770002,2017,113,75.22,2.65,8.69,311.76
UIN,Quincy Regional Baldwin Field,Illinois,39.94269943,-91.19460297000002,2017,76,71.05,2.63,14.68,216.87
EWR,Newark Liberty International Airport,New Jersey,40.692501068115234,-74.168701171875,2017,115684,73.01,2.58,15.55,1135.51
LAR,Laramie Regional Airport,Wyoming,41.31209945678711,-105.67500305175778,2017,622,84.41,2.57,5.61,113.0
SYR,Syracuse Hancock International Airport,New York,43.11119842529297,-76.1063003540039,2017,6309,81.04,2.55,10.33,548.88
MIA,Miami International Airport,Florida,25.79319953918457,-80.29060363769531,2017,67742,77.41,2.55,12.13,1127.21
SWF,Stewart International Airport,New York,41.50410079956055,-74.10479736328125,2017,1317,73.58,2.51,19.78,796.18
MVY,Martha's Vineyard Airport,Massachusetts,41.3931007385,-70.6143035889,2017,241,62.24,2.49,34.63,138.81
CRW,Yeager Airport,West Virginia,38.37310028076172,-81.59320068359375,2017,2008,79.98,2.49,11.52,470.94
PVD,Theodore Francis Green State Airport,Rhode Island,41.73260100000001,-71.420403,2017,13719,82.03,2.48,7.88,712.59
LFT,Lafayette Regional Airport,Louisiana,30.205299380000003,-91.98760223000001,2017,2600,83.31,2.46,8.03,356.26
JAN,Jackson-Medgar Wiley Evers International Airport,Mississippi,32.3111991882,-90.0758972168,2017,4510,85.01,2.46,5.2,374.62
BRW,Wiley Post Will Rogers Memorial Airport,Alaska,71.285402,-156.766008,2017,900,87.89,2.44,-3.95,634.97
ABI,Abilene Regional Airport,Texas,32.4113006592,-99.6819000244,2017,41,65.85,2.44,19.88,158.0
BRO,Brownsville South Padre Island International Airport,Texas,25.90679931640625,-97.4259033203125,2017,1068,90.07,2.43,1.0,309.3
AZO,Kalamazoo Battle Creek International Airport,Michigan,42.234901428222656,-85.5521011352539,2017,2354,80.63,2.42,8.44,144.57
GRK,Robert Gray  Army Air Field Airport,Texas,31.067199707,-97.82890319820001,2017,1451,81.39,2.41,12.19,405.63
YAK,Yakutat Airport,Alaska,59.5032997131,-139.660003662,2017,713,86.68,2.38,-7.17,205.43
BLI,Bellingham International Airport,Washington,48.79280090332031,-122.53800201416016,2017,717,80.75,2.37,8.02,652.07
ACT,Waco Regional Airport,Texas,31.611299514770508,-97.23049926757812,2017,339,84.96,2.36,7.0,89.0
LRD,Laredo International Airport,Texas,27.543800354003903,-99.46160125732422,2017,1909,84.08,2.36,6.77,347.13
LEX,Blue Grass Airport,Kentucky,38.0364990234375,-84.60590362548828,2017,5244,80.09,2.33,13.31,380.86
PBI,Palm Beach International Airport,Florida,26.68320083618164,-80.09559631347656,2017,24385,77.41,2.31,13.38,914.37
MRY,Monterey Peninsula Airport,California,36.58700180053711,-121.84300231933594,2017,2648,75.38,2.3,10.44,253.54
FAY,Fayetteville Regional Grannis Field,North Carolina,34.9911994934082,-78.88030242919922,2017,1284,82.17,2.26,12.6,331.0
MFE,Mc Allen Miller International Airport,Texas,26.17580032,-98.23860168,2017,2144,88.39,2.24,3.42,375.94
MTJ,Montrose Regional Airport,Colorado,38.5097999573,-107.89399719199999,2017,719,81.78,2.23,10.52,732.71
RDM,Roberts Field,Oregon,44.2541008,-121.15000150000002,2017,3763,79.43,2.23,12.35,583.73
BTM,Bert Mooney Airport,Montana,45.95479965209961,-112.49700164794922,2017,675,88.59,2.22,7.55,358.0
JFK,John F Kennedy International Airport,New York,40.639801029999994,-73.77890015,2017,94131,74.29,2.21,15.13,1497.47
